epoch,loss,val_loss
0,1.054278552532196,1.0102932155132294
1,1.0517215132713318,1.0084465742111206
2,1.0493383407592773,1.005992203950882
3,1.045153021812439,1.0040790140628815
4,1.0423765778541565,1.0020179450511932
5,1.0388923287391663,1.0004728436470032
6,1.0363680124282837,0.9988493323326111
7,1.034525215625763,0.997281014919281
8,1.0320835709571838,0.9957781434059143
9,1.02928227186203,0.9944636821746826
10,1.0272952318191528,0.9931563436985016
11,1.0256606340408325,0.9921806454658508
12,1.0223739743232727,0.9912929832935333
13,1.0221483707427979,0.990277886390686
14,1.0195926427841187,0.9892878830432892
15,1.0183289051055908,0.9882771372795105
16,1.0164325833320618,0.9876774847507477
17,1.0151315927505493,0.9872359931468964
18,1.0137929320335388,0.9866697788238525
19,1.0118104815483093,0.9859912097454071
20,1.0103178024291992,0.9851586818695068
21,1.0091984272003174,0.9844196438789368
22,1.008187621831894,0.9836974740028381
23,1.0071784853935242,0.9826554656028748
24,1.0051991939544678,0.9815472066402435
25,1.0047838687896729,0.9802225828170776
26,1.0031463503837585,0.978838324546814
27,1.0026608109474182,0.9771828353404999
28,1.0001152753829956,0.9752370715141296
29,0.9989000856876373,0.9733626842498779
30,0.9990523457527161,0.9712954461574554
31,0.9971854388713837,0.9693574905395508
32,0.9956433773040771,0.9676292538642883
33,0.994421660900116,0.9658263623714447
34,0.99336177110672,0.9639009535312653
35,0.9909756481647491,0.9621179103851318
36,0.9894609749317169,0.9602687954902649
37,0.9892220199108124,0.9585706889629364
38,0.9868945479393005,0.9568688571453094
39,0.9855224788188934,0.9549340307712555
40,0.984108179807663,0.9528112411499023
41,0.9823309779167175,0.9507505595684052
42,0.9812830686569214,0.9483460783958435
43,0.9784896671772003,0.9456778466701508
44,0.9765453934669495,0.9428764581680298
45,0.9747376143932343,0.9402867555618286
46,0.9731079041957855,0.9375113248825073
47,0.9701562225818634,0.9343348443508148
48,0.9685945510864258,0.9308955073356628
49,0.9661470651626587,0.9270416796207428
50,0.9630612730979919,0.9227586686611176
51,0.9608535468578339,0.9178930819034576
52,0.9577531218528748,0.9123318493366241
53,0.9547665417194366,0.9063414633274078
54,0.9512748122215271,0.900371253490448
55,0.9470342099666595,0.89427849650383
56,0.9431412220001221,0.8877318203449249
57,0.9381727278232574,0.8809092938899994
58,0.9334370493888855,0.8734342455863953
59,0.9285766780376434,0.8653624951839447
60,0.9224469065666199,0.8563238382339478
61,0.9166476726531982,0.8453891575336456
62,0.9097588658332825,0.8338648974895477
63,0.9014981687068939,0.8211871981620789
64,0.8942525684833527,0.8084415793418884
65,0.8847817778587341,0.7944866120815277
66,0.8757581412792206,0.7807978987693787
67,0.8659907281398773,0.7670537233352661
68,0.8542302250862122,0.7529039084911346
69,0.8418003916740417,0.7367354035377502
70,0.827650398015976,0.7194283306598663
71,0.813565582036972,0.7012184858322144
72,0.7979483902454376,0.6807867288589478
73,0.7817878723144531,0.6599337458610535
74,0.7638059258460999,0.6416826248168945
75,0.7459961771965027,0.6273902356624603
76,0.7290589213371277,0.6157391667366028
77,0.7108671069145203,0.6050115823745728
78,0.694285660982132,0.5962894260883331
79,0.6774766445159912,0.5884108245372772
80,0.6626341640949249,0.5799402892589569
81,0.6462883949279785,0.5691965520381927
82,0.6325358748435974,0.557682454586029
83,0.6229611337184906,0.5485735535621643
84,0.607318788766861,0.5367422997951508
85,0.5938926041126251,0.5232188701629639
86,0.5829980373382568,0.5119996666908264
87,0.5701311528682709,0.504723533987999
88,0.5553577244281769,0.4976181387901306
89,0.5471904873847961,0.49036672711372375
90,0.5345163941383362,0.4851815700531006
91,0.5223278999328613,0.4820946455001831
